,t,EAG1,EAG3,EAG4,EAG2,Solenoid
81,0.81,-0.0322265625,0.0029296875,-0.01171875,0.0234375,-1.5087890625
82,0.8200000000000001,-0.029296875,0.0029296875,-0.01171875,0.0146484375,-1.5
83,0.8300000000000001,-0.0322265625,0.0029296875,-0.0205078125,0.0087890625,-1.5087890625
84,0.84,-0.03515625,0.0,-0.0263671875,0.017578125,-1.5146484375
85,0.85,-0.03515625,-0.0029296875,-0.017578125,0.0205078125,-1.51171875
86,0.86,-0.0439453125,0.0,-0.01171875,0.017578125,-1.505859375
87,0.87,-0.0234375,-0.0087890625,-0.0029296875,0.017578125,-1.5029296875
88,0.88,-0.005859375,-0.0146484375,0.0,0.0029296875,-1.505859375
89,0.89,0.0029296875,-0.01171875,0.0087890625,-0.005859375,-1.5087890625
90,0.9,0.0146484375,0.0,0.0146484375,0.0,-1.5087890625
91,0.91,0.0087890625,-0.0029296875,0.0205078125,0.0,-1.5087890625
92,0.92,0.005859375,-0.0029296875,0.017578125,-0.0029296875,-1.5029296875
93,0.93,0.0087890625,-0.0029296875,0.005859375,0.0,-1.505859375
94,0.9400000000000001,0.01171875,-0.005859375,-0.0029296875,-0.0029296875,-1.5087890625
95,0.9500000000000001,0.0146484375,0.0087890625,0.0,-0.0087890625,-1.5029296875
96,0.96,0.0205078125,0.0,-0.005859375,-0.0146484375,-1.517578125
97,0.97,0.0263671875,-0.005859375,-0.01171875,-0.0146484375,-1.505859375
98,0.98,0.01171875,0.0029296875,-0.017578125,-0.017578125,-1.5029296875
99,0.99,0.01171875,0.0029296875,-0.01171875,-0.0146484375,-1.5087890625
100,1.0,0.005859375,0.0,-0.0087890625,-0.017578125,-1.5087890625
101,1.01,0.0087890625,0.005859375,-0.0029296875,-0.01171875,-1.5087890625
102,1.02,0.005859375,0.0,-0.0087890625,-0.0205078125,-1.5087890625
103,1.03,0.01171875,0.005859375,-0.01171875,-0.0205078125,-1.5087890625
104,1.04,0.029296875,0.0087890625,-0.005859375,-0.0205078125,-1.505859375
105,1.05,0.029296875,0.0,0.0,-0.0205078125,-1.505859375
106,1.06,0.0322265625,0.0,0.0029296875,-0.0234375,-1.5087890625
107,1.07,0.0439453125,0.0,0.0,-0.0322265625,-1.5087890625
108,1.08,0.0439453125,-0.0029296875,-0.005859375,-0.03515625,-1.505859375
109,1.09,0.046875,-0.005859375,-0.0146484375,-0.0439453125,-1.51171875
110,1.1,0.046875,-0.0087890625,-0.0234375,-0.0322265625,-1.5087890625
111,1.11,0.05859375,0.0,-0.029296875,-0.0322265625,-1.5087890625
112,1.12,0.0703125,-0.005859375,-0.0263671875,-0.041015625,-1.51171875
113,1.1300000000000001,0.064453125,-0.0087890625,-0.0234375,-0.03515625,-1.505859375
114,1.1400000000000001,0.064453125,-0.0087890625,-0.005859375,-0.0322265625,-1.5087890625
115,1.1500000000000001,0.052734375,-0.01171875,-0.005859375,-0.041015625,-1.505859375
116,1.16,0.0498046875,-0.0087890625,0.005859375,-0.03515625,-1.5029296875
117,1.17,0.0556640625,0.01171875,0.0087890625,-0.041015625,-1.505859375
118,1.18,0.064453125,-0.0029296875,0.0087890625,-0.046875,-1.5087890625
119,1.19,0.0615234375,-0.0029296875,0.0029296875,-0.046875,-1.5146484375
120,1.2,0.0439453125,-0.005859375,0.0,-0.0498046875,-1.505859375
121,1.21,0.0234375,-0.0087890625,-0.0029296875,-0.052734375,-1.505859375
122,1.22,0.0087890625,-0.0087890625,-0.0029296875,-0.052734375,-1.505859375
123,1.23,0.005859375,-0.0029296875,0.0,-0.0439453125,-1.5087890625
124,1.24,0.01171875,-0.01171875,0.0,-0.046875,-1.5087890625
125,1.25,0.017578125,0.0029296875,0.0,-0.041015625,-1.5146484375
126,1.26,0.0205078125,-0.0087890625,-0.0087890625,-0.0439453125,-1.505859375
127,1.27,0.01171875,-0.01171875,0.0,-0.0498046875,-1.51171875
128,1.28,-0.017578125,-0.0234375,0.0,-0.0498046875,-1.5087890625
129,1.29,-0.046875,-0.0205078125,-0.0087890625,-0.0498046875,-1.5087890625
130,1.3,-0.064453125,-0.01171875,-0.01171875,-0.0439453125,-1.51171875
131,1.31,-0.0732421875,-0.005859375,-0.0146484375,-0.0380859375,-1.5087890625
132,1.32,-0.08203125,0.01171875,-0.005859375,-0.0439453125,-1.5087890625
133,1.33,-0.0966796875,0.0146484375,0.0029296875,-0.041015625,-1.505859375
134,1.34,-0.099609375,0.0146484375,0.0,-0.0380859375,-1.505859375
135,1.35,-0.0966796875,0.0087890625,-0.005859375,-0.03515625,-1.505859375
136,1.36,-0.0849609375,-0.005859375,-0.005859375,-0.0439453125,-1.5087890625
137,1.37,-0.0673828125,-0.0087890625,-0.0029296875,-0.03515625,-1.5087890625
138,1.3800000000000001,-0.0673828125,-0.0146484375,0.0029296875,-0.0439453125,-1.505859375
139,1.3900000000000001,-0.0498046875,-0.01171875,0.0029296875,-0.0439453125,-1.5146484375
140,1.4000000000000001,-0.03515625,-0.0146484375,-0.0087890625,-0.0322265625,-1.5087890625
141,1.41,-0.0146484375,-0.017578125,-0.01171875,-0.029296875,-1.505859375
142,1.42,0.0029296875,-0.01171875,-0.0029296875,-0.0380859375,-1.505859375
143,1.43,0.005859375,-0.017578125,-0.005859375,-0.041015625,-1.5087890625
144,1.44,0.0029296875,-0.01171875,-0.0087890625,-0.0498046875,-1.505859375
145,1.45,0.0029296875,-0.0087890625,-0.005859375,-0.0615234375,-1.505859375
146,1.46,0.0,-0.005859375,-0.0029296875,-0.0615234375,-1.51171875
147,1.47,-0.0146484375,0.0029296875,-0.0029296875,-0.052734375,-1.5029296875
148,1.48,-0.0234375,0.0029296875,-0.0029296875,-0.0439453125,-1.5029296875
149,1.49,-0.0234375,-0.0146484375,-0.005859375,-0.0380859375,-1.5029296875
150,1.5,-0.029296875,-0.0087890625,0.0,-0.03515625,-1.5087890625
151,1.51,-0.0205078125,-0.0087890625,0.005859375,-0.03515625,-1.5087890625
152,1.52,-0.017578125,-0.0205078125,0.005859375,-0.0234375,-1.5087890625
153,1.53,-0.01171875,-0.0205078125,0.0,-0.01171875,-1.51171875
154,1.54,-0.0205078125,-0.0205078125,-0.0087890625,-0.0146484375,-1.505859375
155,1.55,-0.005859375,-0.0029296875,-0.0087890625,-0.0234375,-1.505859375
156,1.56,-0.0146484375,0.0,0.0,-0.0263671875,-1.5029296875
157,1.57,-0.01171875,0.0,-0.005859375,-0.0322265625,-1.5029296875
158,1.58,-0.017578125,0.0029296875,-0.01171875,-0.0263671875,-1.51171875
159,1.59,-0.01171875,0.0029296875,-0.01171875,-0.0380859375,-1.5087890625
160,1.6,-0.0029296875,0.0,-0.01171875,-0.0439453125,-1.5
161,1.61,0.0205078125,-0.0029296875,-0.0234375,-0.0439453125,-1.5087890625
162,1.62,0.0146484375,-0.005859375,-0.0205078125,-0.0439453125,-1.51171875
163,1.6300000000000001,0.017578125,-0.01171875,-0.0146484375,-0.0439453125,-1.505859375
164,1.6400000000000001,0.01171875,-0.0087890625,-0.01171875,-0.0380859375,-1.505859375
165,1.6500000000000001,0.005859375,0.005859375,-0.0146484375,-0.0380859375,-1.5087890625
166,1.6600000000000001,0.0087890625,0.0,-0.005859375,-0.03515625,-1.5029296875
167,1.67,0.0,-0.0029296875,0.0029296875,-0.0380859375,-1.505859375
168,1.68,0.005859375,-0.01171875,-0.0029296875,-0.0322265625,-1.505859375
169,1.69,0.0146484375,-0.0146484375,-0.0029296875,-0.0380859375,-1.5087890625
170,1.7,0.0205078125,-0.0205078125,-0.0029296875,-0.03515625,-1.5
171,1.71,0.0234375,-0.01171875,-0.0087890625,-0.029296875,-1.5087890625
172,1.72,0.017578125,-0.0146484375,-0.0029296875,-0.0263671875,-1.5087890625
173,1.73,0.0029296875,-0.0087890625,-0.0146484375,-0.0234375,-1.5087890625
174,1.74,0.0029296875,-0.01171875,-0.0146484375,-0.029296875,-1.5087890625
175,1.75,0.0029296875,-0.005859375,-0.0146484375,-0.0380859375,-1.505859375
176,1.76,0.0,-0.0146484375,-0.01171875,-0.0380859375,-1.505859375
177,1.77,0.0029296875,-0.0087890625,-0.0087890625,-0.0439453125,-1.51171875
178,1.78,0.005859375,-0.0087890625,-0.005859375,-0.0498046875,-1.51171875
179,1.79,0.01171875,-0.0029296875,-0.0087890625,-0.03515625,-1.505859375
180,1.8,0.0029296875,0.005859375,-0.0146484375,-0.03515625,-1.5146484375
181,1.81,0.01171875,0.01171875,-0.0146484375,-0.029296875,-1.505859375
182,1.82,0.01171875,0.0029296875,-0.0234375,-0.029296875,-1.5087890625
183,1.83,0.0029296875,-0.005859375,-0.01171875,-0.0263671875,-1.5087890625
184,1.84,0.0029296875,-0.0087890625,-0.017578125,-0.029296875,-1.5
185,1.85,0.01171875,-0.0146484375,-0.0146484375,-0.03515625,-1.5087890625
186,1.86,0.017578125,-0.0146484375,-0.0087890625,-0.0380859375,-1.51171875
187,1.87,0.0029296875,-0.005859375,-0.005859375,-0.03515625,-1.5087890625
188,1.8800000000000001,0.01171875,-0.0087890625,0.005859375,-0.0380859375,-1.5029296875
189,1.8900000000000001,0.017578125,-0.0029296875,0.005859375,-0.0380859375,-1.5087890625
190,1.9000000000000001,0.0234375,-0.0087890625,0.005859375,-0.041015625,-1.5087890625
191,1.9100000000000001,0.0322265625,-0.017578125,0.0029296875,-0.0380859375,-1.505859375
192,1.92,0.0380859375,-0.0146484375,0.0,-0.03515625,-1.5087890625
193,1.93,0.041015625,-0.0205078125,0.0,-0.041015625,-1.5087890625
194,1.94,0.0322265625,-0.0146484375,0.0029296875,-0.0439453125,-1.5087890625
195,1.95,0.03515625,-0.0087890625,-0.0146484375,-0.0380859375,-1.5087890625
196,1.96,0.0263671875,-0.01171875,-0.017578125,-0.0234375,-1.505859375
197,1.97,0.017578125,0.0,-0.0322265625,-0.0205078125,-1.5087890625
198,1.98,0.0205078125,-0.0029296875,-0.029296875,-0.0234375,-1.5087890625
199,1.99,0.0234375,-0.0029296875,-0.0146484375,-0.017578125,-1.5029296875
200,2.0,0.0205078125,-0.0029296875,-0.0146484375,-0.01171875,-1.505859375
201,2.0100000000000002,0.0322265625,0.0029296875,-0.01171875,-0.005859375,-1.5029296875
202,2.02,0.029296875,-0.005859375,0.0,-0.01171875,-1.51171875
203,2.0300000000000002,0.03515625,-0.01171875,0.005859375,-0.017578125,-1.51171875
204,2.04,0.0234375,-0.0029296875,-0.0029296875,-0.0234375,-1.5087890625
205,2.05,0.0322265625,-0.0087890625,0.0,-0.017578125,-1.505859375
206,2.06,0.0439453125,-0.0087890625,-0.01171875,-0.0234375,-1.5087890625
207,2.07,0.041015625,0.0,-0.01171875,-0.017578125,-1.5087890625
208,2.08,0.0234375,0.0,-0.01171875,-0.017578125,-1.51171875
209,2.09,0.0146484375,0.0,-0.0146484375,-0.0322265625,-1.505859375
210,2.1,0.01171875,0.01171875,-0.0146484375,-0.0234375,-1.51171875
211,2.11,0.0087890625,0.01171875,-0.0205078125,-0.0205078125,-1.5087890625
212,2.12,-0.0029296875,0.0029296875,-0.0087890625,-0.0205078125,-1.505859375
213,2.13,0.0,-0.005859375,-0.005859375,-0.0146484375,-1.5087890625
214,2.14,0.01171875,-0.01171875,0.0,-0.0146484375,-1.5
215,2.15,0.0146484375,-0.005859375,0.005859375,-0.005859375,-1.5087890625
216,2.16,0.0234375,-0.01171875,0.005859375,-0.005859375,-1.5087890625
217,2.17,0.029296875,-0.0205078125,0.0029296875,-0.005859375,-1.505859375
218,2.18,0.0205078125,-0.005859375,0.0,-0.0087890625,-1.5087890625
219,2.19,0.017578125,-0.0029296875,-0.005859375,-0.0146484375,-1.5087890625
220,2.2,0.0146484375,-0.0087890625,0.0029296875,-0.0146484375,-1.5087890625
221,2.21,0.0087890625,-0.0087890625,0.01171875,-0.0087890625,-1.51171875
222,2.22,0.0,0.0029296875,0.01171875,-0.0029296875,-1.51171875
223,2.23,-0.0029296875,-0.0029296875,0.01171875,-0.0087890625,-1.5087890625
224,2.24,0.0,-0.005859375,0.0,0.0029296875,-1.505859375
225,2.25,0.0,-0.01171875,0.0087890625,0.0,-1.51171875
226,2.2600000000000002,0.017578125,-0.017578125,0.0234375,0.0,-1.51171875
227,2.27,0.0234375,-0.0234375,0.029296875,-0.005859375,-1.51171875
228,2.2800000000000002,0.029296875,-0.0205078125,0.0322265625,-0.005859375,-1.5029296875
229,2.29,0.0322265625,-0.017578125,0.0205078125,0.0,-1.505859375
230,2.3000000000000003,0.03515625,-0.01171875,0.0029296875,0.0029296875,-1.5
231,2.31,0.0234375,-0.0029296875,-0.005859375,0.0029296875,-1.5087890625
232,2.32,0.0087890625,-0.0029296875,-0.005859375,-0.0087890625,-1.5029296875
233,2.33,0.0029296875,0.0029296875,-0.0029296875,-0.0087890625,-1.505859375
234,2.34,-0.005859375,-0.0029296875,0.005859375,-0.005859375,-1.505859375
235,2.35,0.0,-0.0087890625,0.01171875,-0.0029296875,-1.51171875
236,2.36,0.0,-0.0087890625,0.0087890625,-0.0029296875,-1.51171875
237,2.37,-0.0087890625,-0.01171875,0.005859375,-0.0146484375,-1.5087890625
238,2.38,-0.01171875,-0.0146484375,0.0,-0.0205078125,-1.505859375
239,2.39,-0.01171875,-0.01171875,-0.0029296875,-0.017578125,-1.505859375
240,2.4,-0.0087890625,-0.0087890625,-0.005859375,-0.005859375,-1.505859375
241,2.41,0.0029296875,-0.005859375,-0.0029296875,0.0,-1.505859375
242,2.42,0.0087890625,-0.0029296875,-0.0087890625,-0.0029296875,-1.505859375
243,2.43,0.0234375,-0.0087890625,-0.0029296875,-0.01171875,-1.5087890625
244,2.44,0.0263671875,0.0,-0.005859375,-0.0087890625,-1.51171875
245,2.45,0.0263671875,0.005859375,-0.005859375,-0.0146484375,-1.505859375
246,2.46,0.0322265625,0.01171875,-0.0087890625,-0.0146484375,-1.5087890625
247,2.47,0.0234375,0.0087890625,0.0,-0.005859375,-1.5146484375
248,2.48,0.0205078125,0.005859375,-0.0029296875,-0.01171875,-1.505859375
249,2.49,0.017578125,0.0087890625,-0.01171875,-0.017578125,-1.505859375
250,2.5,0.01171875,0.0146484375,-0.0087890625,-0.01171875,-1.5029296875
251,2.5100000000000002,0.017578125,0.0146484375,-0.0087890625,-0.017578125,-1.51171875
252,2.52,0.0234375,0.0146484375,-0.0205078125,-0.017578125,-1.5087890625
253,2.5300000000000002,0.029296875,0.0087890625,-0.0087890625,-0.017578125,-1.5087890625
254,2.54,0.0263671875,0.01171875,-0.005859375,-0.0234375,-1.51171875
255,2.5500000000000003,0.0234375,0.0,-0.005859375,-0.029296875,-1.5087890625
256,2.56,0.017578125,-0.0029296875,0.005859375,-0.029296875,-1.505859375
257,2.57,0.0234375,0.005859375,0.0,-0.029296875,-1.5087890625
258,2.58,0.0146484375,0.005859375,0.0,-0.029296875,-1.5
259,2.59,0.017578125,0.005859375,0.0029296875,-0.0205078125,-1.505859375
260,2.6,0.01171875,0.01171875,0.005859375,-0.0205078125,-1.5087890625
261,2.61,0.0029296875,0.005859375,0.0087890625,-0.01171875,-1.5087890625
262,2.62,0.01171875,-0.0146484375,0.01171875,-0.0146484375,-1.505859375
263,2.63,0.0146484375,-0.01171875,0.0029296875,-0.017578125,-1.505859375
264,2.64,0.0205078125,0.0029296875,0.005859375,-0.0205078125,-1.5087890625
265,2.65,0.017578125,0.005859375,0.005859375,-0.0205078125,-1.5087890625
266,2.66,0.005859375,0.0029296875,0.0087890625,-0.0263671875,-1.5
267,2.67,0.005859375,0.005859375,0.005859375,-0.017578125,-1.5087890625
268,2.68,0.005859375,-0.0087890625,0.0146484375,-0.0146484375,-1.51171875
269,2.69,0.0087890625,-0.0146484375,0.0205078125,-0.005859375,-1.5087890625
270,2.7,0.01171875,-0.0146484375,0.01171875,-0.0087890625,-1.51171875
271,2.71,0.01171875,0.0,0.0029296875,-0.0146484375,-1.5087890625
272,2.72,0.0146484375,0.0,0.0,-0.017578125,-1.5087890625
273,2.73,0.0087890625,-0.0029296875,0.0,-0.029296875,-1.505859375
274,2.74,-0.005859375,0.0,0.005859375,-0.029296875,-1.51171875
275,2.75,-0.005859375,0.005859375,0.005859375,-0.017578125,-1.5087890625
276,2.7600000000000002,-0.01171875,-0.005859375,0.0,-0.0146484375,-1.5087890625
277,2.77,-0.01171875,-0.005859375,0.0029296875,-0.0087890625,-1.5087890625
278,2.7800000000000002,-0.017578125,0.0,0.0029296875,-0.005859375,-1.505859375
279,2.79,-0.0205078125,-0.0029296875,0.01171875,-0.0146484375,-1.505859375
280,2.8000000000000003,-0.017578125,-0.005859375,0.0146484375,0.0,-1.505859375
281,2.81,-0.0205078125,-0.0146484375,0.0146484375,-0.0029296875,-1.5087890625
282,2.82,-0.0087890625,-0.0087890625,0.01171875,0.0,-1.5087890625
283,2.83,-0.0029296875,0.0,0.005859375,0.005859375,-1.51171875
284,2.84,0.0029296875,0.005859375,0.0029296875,0.0,-1.505859375
285,2.85,0.0029296875,0.005859375,-0.0146484375,-0.01171875,-1.5087890625
286,2.86,0.005859375,0.0029296875,-0.017578125,0.0,-1.505859375
287,2.87,0.0205078125,0.005859375,-0.0087890625,-0.0029296875,-1.505859375
288,2.88,0.0263671875,0.005859375,0.0,-0.0029296875,-1.5146484375
289,2.89,0.0234375,-0.005859375,0.0205078125,-0.005859375,-1.5087890625
290,2.9,0.0205078125,-0.017578125,0.0234375,-0.01171875,-1.505859375
291,2.91,0.0263671875,-0.017578125,0.017578125,-0.01171875,-1.5087890625
292,2.92,0.0146484375,-0.01171875,0.0087890625,-0.01171875,-1.5087890625
293,2.93,0.0087890625,-0.0087890625,0.0087890625,-0.005859375,-1.505859375
294,2.94,0.017578125,0.01171875,0.01171875,-0.005859375,-1.505859375
295,2.95,0.0,0.0146484375,0.0029296875,-0.005859375,-1.5087890625
296,2.96,-0.0029296875,0.01171875,-0.0087890625,-0.0087890625,-1.5087890625
297,2.97,0.005859375,0.01171875,-0.0146484375,-0.005859375,-1.505859375
298,2.98,0.0029296875,0.0087890625,-0.01171875,0.0029296875,-1.5087890625
299,2.99,0.0,0.01171875,-0.0234375,0.005859375,-1.505859375
300,3.0,-0.01171875,0.0087890625,-0.0146484375,0.0,-1.5087890625
301,3.0100000000000002,-0.017578125,0.005859375,-0.0146484375,0.0,-1.5087890625
302,3.02,-0.005859375,0.0,-0.01171875,-0.0029296875,-1.5087890625
303,3.0300000000000002,-0.0029296875,0.0029296875,-0.017578125,0.0,-1.5087890625
304,3.04,-0.005859375,0.0087890625,-0.0205078125,-0.0029296875,-1.51171875
305,3.0500000000000003,-0.0087890625,0.0146484375,-0.0205078125,0.0087890625,-1.5087890625
306,3.06,-0.017578125,-0.0029296875,-0.017578125,0.0029296875,-1.5087890625
307,3.0700000000000003,-0.0205078125,-0.005859375,0.0,0.005859375,-1.5087890625
308,3.08,-0.0263671875,-0.0087890625,-0.0029296875,0.01171875,-1.505859375
309,3.09,-0.0322265625,0.0,0.0029296875,0.0087890625,-1.505859375
310,3.1,-0.0205078125,0.0029296875,0.0029296875,0.01171875,-1.5087890625
311,3.11,-0.01171875,-0.0029296875,0.005859375,0.0087890625,-1.505859375
312,3.12,-0.0146484375,-0.0029296875,0.0029296875,0.0,-1.5087890625
313,3.13,-0.0146484375,-0.0029296875,-0.0029296875,0.0,-1.5087890625
314,3.14,-0.0205078125,0.0,0.0,0.01171875,-1.51171875
315,3.15,-0.029296875,0.0,-0.0029296875,0.017578125,-1.51171875
316,3.16,-0.03515625,-0.0087890625,-0.005859375,0.0146484375,-1.5087890625
317,3.17,-0.0380859375,0.0,0.0,0.017578125,-1.5087890625
318,3.18,-0.0263671875,-0.0029296875,0.0029296875,0.0234375,-1.5
319,3.19,-0.0205078125,-0.0029296875,0.0029296875,0.0263671875,-1.5087890625
320,3.2,-0.017578125,-0.0029296875,0.0029296875,0.017578125,-1.5087890625
321,3.21,-0.029296875,-0.0029296875,0.005859375,0.0146484375,-1.5087890625
322,3.22,-0.0322265625,-0.0087890625,0.0,0.01171875,-1.5087890625
323,3.23,-0.0322265625,-0.0029296875,0.0,0.005859375,-1.5087890625
324,3.24,-0.0234375,-0.0205078125,0.0,-0.0029296875,-1.505859375
325,3.25,-0.0146484375,-0.0205078125,0.0,0.005859375,-1.5087890625
326,3.2600000000000002,-0.0205078125,-0.0263671875,-0.0146484375,0.0029296875,-1.505859375
327,3.27,-0.0087890625,-0.01171875,-0.017578125,0.0029296875,-1.5087890625
328,3.2800000000000002,0.005859375,-0.01171875,-0.0146484375,-0.0029296875,-1.5087890625
329,3.29,0.01171875,-0.017578125,-0.005859375,0.005859375,-1.5
330,3.3000000000000003,0.0205078125,-0.01171875,-0.0029296875,0.0087890625,-1.505859375
331,3.31,0.03515625,-0.0029296875,-0.005859375,0.0087890625,-1.5087890625
332,3.3200000000000003,0.0439453125,0.0,-0.005859375,0.0029296875,-1.5029296875
333,3.33,0.0439453125,0.0,0.0,0.005859375,-1.5087890625
334,3.34,0.0439453125,0.01171875,-0.0146484375,0.0029296875,-1.51171875
